Semantic_Similarity,Question_Score,Student_Score
0.42512319357499123,5,0
0.9246839020159048,5,3
0.9637323661717005,10,8
0.5591252356956649,8,0
0.8990186225561925,8,8
0.51589233413221,2,0
0.9086158978517545,2,2
0.830983880304928,2,2
0.37244555733690526,2,0
0.8165536581855444,2,2
0.49257250038936196,2,2
0.830068654354436,6,2
0.16031275897914396,6,0
0.9401454906990616,6,5
0.9643434393806083,6,5
0.9367007896576505,6,5
0.7585839152378161,4,0
0.9589829459292073,4,4
0.7067403065178616,4,0
0.9548471197958758,4,4
0.9623467144227621,4,4
0.4458103149964142,2,0
0.6070775225225596,4,4
0.8870149833415168,2,2
0.7979004684966597,8,0
0.9698337128162698,8,6
0.7485339524480219,5,0
0.969055333964489,5,4
0.9173290578256974,5,5
0.9323698554560055,5,4
0.7485339524480219,5,0
0.9521760316462762,5,4
0.9428445843261897,5,4
0.9433182002148797,5,4
0.9357101037998622,5,2
0.4949074866996672,6,0
0.883116935167118,6,2
0.8978687927148268,6,2
0.9059561455339508,6,5
0.0,5,0
0.9721667870787742,5,5
0.9645741114015509,5,4
0.9019621733535107,3,2
0.9634754384548114,3,2
0.3171974517534027,3,0
0.972620552730497,6,5
0.5105856493860603,6,0
0.9805128448742555,6,5
0.9799055591564194,6,6
0.9612368215645773,6,5
0.4843888677135799,3,0
0.9302987599933386,3,3
0.4843888677135799,3,0
0.9374005306770882,3,1
0.8930138126090298,6,1
0.0,6,0
0.547812507922774,6,5
0.6027085858047999,6,5
0.9158304034953142,3,2
0.6922196705319708,3,0
0.9349121835127716,3,3
0.9434611764894995,5,1
0.0,5,0
0.8907812961575605,5,4
0.16289571390778707,5,0
0.9498962088269667,5,5
0.8922775932352961,2,2
0.9684398566434811,2,2
0.5101373220514566,2,0
0.8524892409837848,2,2
0.8748401757094877,4,2
0.8748401757094877,4,2
0.8214716634545192,5,0
0.8214716634545192,5,3
0.7912080466185548,5,3
0.9052572449414358,5,1
0.8805527756397918,5,0
0.46198381180074655,5,1
0.8279055311033956,3,2
0.9301056962635244,3,1
0.6240792571121295,3,1
0.41953079985620756,3,0
0.52486638381868,6,0
0.9624389341853539,6,5
0.9398928550300718,6,3
0.945829482918029,2,2
0.8141592367041128,2,0
0.9341886389240465,1,1
0.9465214626490439,1,1
0.5699063113128408,1,0
0.9302848822127834,1,1
0.9260145807424844,4,3
0.8585371612488361,4,2
0.0,4,0
0.9680307625599374,3,2
0.9603122288807746,3,2
0.7595631313538375,3,0
0.8141021953279143,10,7
0.7732044527842321,10,0
0.8393367515045768,10,9
0.6749562971023328,10,0
0.5125454471348735,10,0
0.6358085622043691,10,2
0.8816383229929698,10,6
0.8459891051338637,10,6
0.9236224743706053,10,8
0.83324051232436,10,6
0.9129642142023924,10,6
0.7609197095964353,5,0
0.9579369989378715,5,5
0.838058890036734,5,5
0.9367032708137781,5,2
0.6462300299868727,5,0
0.800571695558827,5,4
0.9522037669500487,5,5
0.9639127892349865,5,4
0.4661051752183669,5,4
0.8439333882673685,5,4
0.9115808587917357,5,5
0.840568928781241,5,5
0.7030170262232289,5,0
0.929572754461432,5,4
0.9566190578352111,5,5
0.8570884234095595,5,4
0.8944473999418047,5,4
0.9626840652725197,5,4
0.867205095657731,5,5
0.9709469989831396,5,5
0.9233063662324879,5,4
0.8536417178781059,5,4
0.8687217173652882,5,3
0.9674138363430138,5,4
0.9767502272166336,5,5
0.8835830455067757,5,5
0.9110480409905748,5,2
0.949396194206899,5,2
0.894012818746538,5,3
0.9166173643947547,5,2
0.9629389472163071,5,3
0.9503942086936407,5,4
0.9880390150016751,5,5
0.9638230846130074,5,1
0.9747585286606492,5,4
0.9291760051603811,5,1
0.8857196237823539,5,3
0.9391241950538249,5,2
0.9334140224831621,5,4
0.957803208947147,6,4
0.9615592315406163,5,4
0.8256996529113032,5,3
0.9231055041046365,5,2
0.8997311368630229,5,3
0.9143140397239329,5,2
0.9018122127578819,5,3
0.9396119788053616,5,4
0.9298941042025571,5,3
0.9273353863220171,5,4
0.9185326270064247,5,4
0.8916254385480615,5,4
0.9111363362664364,1,1
0.8633540331839186,1,1
0.8708056157484516,1,0
0.8633540331839186,1,1
0.847240543884431,1,0
0.8150496747031081,1,1
0.8151351879914989,1,1
0.9115721440828574,4,4
0.5578953384693447,4,0
0.9458271032071567,4,4
0.9208186091032021,5,4
0.8957858939009654,5,5
0.0,5,0
0.9372137894215755,5,3
0.9166852847705274,5,4
0.42512319357499123,5,0
0.9246839020159048,5,3
0.9637323661717005,10,8
0.5591252356956649,8,0
0.8990186225561925,8,8
0.51589233413221,2,0
0.9086158978517545,2,2
0.830983880304928,2,2
0.37244555733690526,2,0
0.8165536581855444,2,2
0.49257250038936196,2,2
0.830068654354436,6,2
0.16031275897914396,6,0
0.9401454906990616,6,5
0.9643434393806083,6,5
0.9367007896576505,6,5
0.7585839152378161,4,0
0.9589829459292073,4,4
0.7067403065178616,4,0
0.9548471197958758,4,4
0.9623467144227621,4,4
0.4458103149964142,2,0
0.6070775225225596,4,4
0.8870149833415168,2,2
0.7979004684966597,8,0
0.9698337128162698,8,6
0.7485339524480219,5,0
0.969055333964489,5,4
0.9173290578256974,5,5
0.9323698554560055,5,4
0.7485339524480219,5,0
0.9521760316462762,5,4
0.9428445843261897,5,4
0.9433182002148797,5,4
0.9357101037998622,5,2
0.4949074866996672,6,0
0.883116935167118,6,2
0.8978687927148268,6,2
0.9059561455339508,6,5
0.0,5,0
0.9721667870787742,5,5
0.9645741114015509,5,4
0.9019621733535107,3,2
0.9634754384548114,3,2
0.3171974517534027,3,0
0.972620552730497,6,5
0.5105856493860603,6,0
0.9805128448742555,6,5
0.9799055591564194,6,6
0.9612368215645773,6,5
0.4843888677135799,3,0
0.9302987599933386,3,3
0.4843888677135799,3,0
0.9374005306770882,3,1
0.8930138126090298,6,1
0.0,6,0
0.547812507922774,6,5
0.6027085858047999,6,5
0.9158304034953142,3,2
0.6922196705319708,3,0
0.9349121835127716,3,3
0.9434611764894995,5,1
0.0,5,0
0.8907812961575605,5,4
0.16289571390778707,5,0
0.9498962088269667,5,5
0.8922775932352961,2,2
0.9684398566434811,2,2
0.5101373220514566,2,0
0.8524892409837848,2,2
0.8748401757094877,4,2
0.8748401757094877,4,2
0.8214716634545192,5,0
0.8214716634545192,5,3
0.7912080466185548,5,3
0.9052572449414358,5,1
0.8805527756397918,5,0
0.46198381180074655,5,1
0.8279055311033956,3,2
0.9301056962635244,3,1
0.6240792571121295,3,1
0.41953079985620756,3,0
0.52486638381868,6,0
0.9624389341853539,6,5
0.9398928550300718,6,3
0.945829482918029,2,2
0.8141592367041128,2,0
0.9341886389240465,1,1
0.9465214626490439,1,1
0.5699063113128408,1,0
0.9302848822127834,1,1
0.9260145807424844,4,3
0.8585371612488361,4,2
0.0,4,0
0.9680307625599374,3,2
0.9603122288807746,3,2
0.7595631313538375,3,0
0.8141021953279143,10,7
0.7732044527842321,10,0
0.8393367515045768,10,9
0.6749562971023328,10,0
0.5125454471348735,10,0
0.6358085622043691,10,2
0.8816383229929698,10,6
0.8459891051338637,10,6
0.9236224743706053,10,8
0.83324051232436,10,6
0.9129642142023924,10,6
0.7609197095964353,5,0
0.9579369989378715,5,5
0.838058890036734,5,5
0.9367032708137781,5,2
0.6462300299868727,5,0
0.800571695558827,5,4
0.9522037669500487,5,5
0.9639127892349865,5,4
0.4661051752183669,5,4
0.8439333882673685,5,4
0.9115808587917357,5,5
0.840568928781241,5,5
0.7030170262232289,5,0
0.929572754461432,5,4
0.9566190578352111,5,5
0.8570884234095595,5,4
0.8944473999418047,5,4
0.9626840652725197,5,4
0.867205095657731,5,5
0.9709469989831396,5,5
0.9233063662324879,5,4
0.8536417178781059,5,4
0.8687217173652882,5,3
0.9674138363430138,5,4
0.9767502272166336,5,5
0.8835830455067757,5,5
0.9110480409905748,5,2
0.949396194206899,5,2
0.894012818746538,5,3
0.9166173643947547,5,2
0.9629389472163071,5,3
0.9503942086936407,5,4
0.9880390150016751,5,5
0.9638230846130074,5,1
0.9747585286606492,5,4
0.9291760051603811,5,1
0.8857196237823539,5,3
0.9391241950538249,5,2
0.9334140224831621,5,4
0.957803208947147,6,4
0.9615592315406163,5,4
0.8256996529113032,5,3
0.9231055041046365,5,2
0.8997311368630229,5,3
0.9143140397239329,5,2
0.9018122127578819,5,3
0.9396119788053616,5,4
0.9298941042025571,5,3
0.9273353863220171,5,4
0.9185326270064247,5,4
0.8916254385480615,5,4
0.9111363362664364,1,1
0.8633540331839186,1,1
0.8708056157484516,1,0
0.8633540331839186,1,1
0.847240543884431,1,0
0.8150496747031081,1,1
0.8151351879914989,1,1
0.9115721440828574,4,4
0.5578953384693447,4,0
0.9458271032071567,4,4
0.9208186091032021,5,4
0.8957858939009654,5,5
0.0,5,0
0.9372137894215755,5,3
0.9166852847705274,5,4
0.42512319357499123,5,0
0.9246839020159048,5,3
0.9637323661717005,10,8
0.5591252356956649,8,0
0.8990186225561925,8,8
0.51589233413221,2,0
0.9086158978517545,2,2
0.830983880304928,2,2
0.37244555733690526,2,0
0.8165536581855444,2,2
0.49257250038936196,2,2
0.830068654354436,6,2
0.16031275897914396,6,0
0.9401454906990616,6,5
0.9643434393806083,6,5
0.9367007896576505,6,5
0.7585839152378161,4,0
0.9589829459292073,4,4
0.7067403065178616,4,0
0.9548471197958758,4,4
0.9623467144227621,4,4
0.4458103149964142,2,0
0.6070775225225596,4,4
0.8870149833415168,2,2
0.7979004684966597,8,0
0.9698337128162698,8,6
0.7485339524480219,5,0
0.969055333964489,5,4
0.9173290578256974,5,5
0.9323698554560055,5,4
0.7485339524480219,5,0
0.9521760316462762,5,4
0.9428445843261897,5,4
0.9433182002148797,5,4
0.9357101037998622,5,2
0.4949074866996672,6,0
0.883116935167118,6,2
0.8978687927148268,6,2
0.9059561455339508,6,5
0.0,5,0
0.9721667870787742,5,5
0.9645741114015509,5,4
0.9019621733535107,3,2
0.9634754384548114,3,2
0.3171974517534027,3,0
0.972620552730497,6,5
0.5105856493860603,6,0
0.9805128448742555,6,5
0.9799055591564194,6,6
0.9612368215645773,6,5
0.4843888677135799,3,0
0.9302987599933386,3,3
0.4843888677135799,3,0
0.9374005306770882,3,1
0.8930138126090298,6,1
0.0,6,0
0.547812507922774,6,5
0.6027085858047999,6,5
0.9158304034953142,3,2
0.6922196705319708,3,0
0.9349121835127716,3,3
0.9434611764894995,5,1
0.0,5,0
0.8907812961575605,5,4
0.16289571390778707,5,0
0.9498962088269667,5,5
0.8922775932352961,2,2
0.9684398566434811,2,2
0.5101373220514566,2,0
0.8524892409837848,2,2
0.8748401757094877,4,2
0.8748401757094877,4,2
0.8214716634545192,5,0
0.8214716634545192,5,3
0.7912080466185548,5,3
0.9052572449414358,5,1
0.8805527756397918,5,0
0.46198381180074655,5,1
0.8279055311033956,3,2
0.9301056962635244,3,1
0.6240792571121295,3,1
0.41953079985620756,3,0
0.52486638381868,6,0
0.9624389341853539,6,5
0.9398928550300718,6,3
0.945829482918029,2,2
0.8141592367041128,2,0
0.9341886389240465,1,1
0.9465214626490439,1,1
0.5699063113128408,1,0
0.9302848822127834,1,1
0.9260145807424844,4,3
0.8585371612488361,4,2
0.0,4,0
0.9680307625599374,3,2
0.9603122288807746,3,2
0.7595631313538375,3,0
0.8141021953279143,10,7
0.7732044527842321,10,0
0.8393367515045768,10,9
0.6749562971023328,10,0
0.5125454471348735,10,0
0.6358085622043691,10,2
0.8816383229929698,10,6
0.8459891051338637,10,6
0.9236224743706053,10,8
0.83324051232436,10,6
0.9129642142023924,10,6
0.7609197095964353,5,0
0.9579369989378715,5,5
0.838058890036734,5,5
0.9367032708137781,5,2
0.6462300299868727,5,0
0.800571695558827,5,4
0.9522037669500487,5,5
0.9639127892349865,5,4
0.4661051752183669,5,4
0.8439333882673685,5,4
0.9115808587917357,5,5
0.840568928781241,5,5
0.7030170262232289,5,0
0.929572754461432,5,4
0.9566190578352111,5,5
0.8570884234095595,5,4
0.8944473999418047,5,4
0.9626840652725197,5,4
0.867205095657731,5,5
0.9709469989831396,5,5
0.9233063662324879,5,4
0.8536417178781059,5,4
0.8687217173652882,5,3
0.9674138363430138,5,4
0.9767502272166336,5,5
0.8835830455067757,5,5
0.9110480409905748,5,2
0.949396194206899,5,2
0.894012818746538,5,3
0.9166173643947547,5,2
0.9629389472163071,5,3
0.9503942086936407,5,4
0.9880390150016751,5,5
0.9638230846130074,5,1
0.9747585286606492,5,4
0.9291760051603811,5,1
0.8857196237823539,5,3
0.9391241950538249,5,2
0.9334140224831621,5,4
0.957803208947147,6,4
0.9615592315406163,5,4
0.8256996529113032,5,3
0.9231055041046365,5,2
0.8997311368630229,5,3
0.9143140397239329,5,2
0.9018122127578819,5,3
0.9396119788053616,5,4
0.9298941042025571,5,3
0.9273353863220171,5,4
0.9185326270064247,5,4
0.8916254385480615,5,4
0.9111363362664364,1,1
0.8633540331839186,1,1
0.8708056157484516,1,0
0.8633540331839186,1,1
0.847240543884431,1,0
0.8150496747031081,1,1
0.8151351879914989,1,1
0.9115721440828574,4,4
0.5578953384693447,4,0
0.9458271032071567,4,4
0.9208186091032021,5,4
0.8957858939009654,5,5
0.0,5,0
0.9372137894215755,5,3
0.9166852847705274,5,4
0.42512319357499123,5,0
0.9246839020159048,5,3
0.9637323661717005,10,8
0.5591252356956649,8,0
0.8990186225561925,8,8
0.51589233413221,2,0
0.9086158978517545,2,2
0.830983880304928,2,2
0.37244555733690526,2,0
0.8165536581855444,2,2
0.49257250038936196,2,2
0.830068654354436,6,2
0.16031275897914396,6,0
0.9401454906990616,6,5
0.9643434393806083,6,5
0.9367007896576505,6,5
0.7585839152378161,4,0
0.9589829459292073,4,4
0.7067403065178616,4,0
0.9548471197958758,4,4
0.9623467144227621,4,4
0.4458103149964142,2,0
0.6070775225225596,4,4
0.8870149833415168,2,2
0.7979004684966597,8,0
0.9698337128162698,8,6
0.7485339524480219,5,0
0.969055333964489,5,4
0.9173290578256974,5,5
0.9323698554560055,5,4
0.7485339524480219,5,0
0.9521760316462762,5,4
0.9428445843261897,5,4
0.9433182002148797,5,4
0.9357101037998622,5,2
0.4949074866996672,6,0
0.883116935167118,6,2
0.8978687927148268,6,2
0.9059561455339508,6,5
0.0,5,0
0.9721667870787742,5,5
0.9645741114015509,5,4
0.9019621733535107,3,2
0.9634754384548114,3,2
0.3171974517534027,3,0
0.972620552730497,6,5
0.5105856493860603,6,0
0.9805128448742555,6,5
0.9799055591564194,6,6
0.9612368215645773,6,5
0.4843888677135799,3,0
0.9302987599933386,3,3
0.4843888677135799,3,0
0.9374005306770882,3,1
0.8930138126090298,6,1
0.0,6,0
0.547812507922774,6,5
0.6027085858047999,6,5
0.9158304034953142,3,2
0.6922196705319708,3,0
0.9349121835127716,3,3
0.9434611764894995,5,1
0.0,5,0
0.8907812961575605,5,4
0.16289571390778707,5,0
0.9498962088269667,5,5
0.8922775932352961,2,2
0.9684398566434811,2,2
0.5101373220514566,2,0
0.8524892409837848,2,2
0.8748401757094877,4,2
0.8748401757094877,4,2
0.8214716634545192,5,0
0.8214716634545192,5,3
0.7912080466185548,5,3
0.9052572449414358,5,1
0.8805527756397918,5,0
0.46198381180074655,5,1
0.8279055311033956,3,2
0.9301056962635244,3,1
0.6240792571121295,3,1
0.41953079985620756,3,0
0.52486638381868,6,0
0.9624389341853539,6,5
0.9398928550300718,6,3
0.945829482918029,2,2
0.8141592367041128,2,0
0.9341886389240465,1,1
0.9465214626490439,1,1
0.5699063113128408,1,0
0.9302848822127834,1,1
0.9260145807424844,4,3
0.8585371612488361,4,2
0.0,4,0
0.9680307625599374,3,2
0.9603122288807746,3,2
0.7595631313538375,3,0
